date_hour,avg_compile_time,avg_queue_time,avg_execution_time,avg_cluster_size,total_cached_queries,total_aborted_queries,avg_mbytes_scanned,avg_mbytes_spilled,avg_joins,avg_scans,avg_aggregations,total_queries
20240303 11,2821.3415487781435,1190.233177169864,3456.494871371521,7.2287985179043375,16007,1092,6380.331555348975,2350.8896875017713,0.7235235844675824,1.45576686926641,2.171907086175405,193814
20240303 12,3066.2895105657803,1071.8092113843159,3877.2690031199527,7.463373653830654,15088,1060,7979.830771752493,2868.1779756863816,0.6597445852268737,1.3694535568463397,2.2083596673388106,199362
20240303 13,2349.833656173359,722.4061604959505,2474.9121317948297,6.545781718849277,18746,628,6594.051952097747,1842.095764049035,0.39852904885472207,0.8571823844813532,2.1686620850564227,267446
20240303 14,3735.8641727265003,1257.5046034867098,4030.653465075392,8.524924465904302,17153,1078,10890.827707734457,3963.142038454702,0.546634607484979,1.1982155669600556,2.2351310939374187,182579
20240303 15,2132.7658221466845,533.7709096870933,2436.355663641549,5.42826051493437,14344,1101,5599.676171211613,2077.9636368225397,0.3529550399458963,1.156569468970629,2.151664611590629,292771
20240303 16,1551.7011504094335,601.6552987425057,1615.2893766047866,4.258816202216298,49358,1343,3720.8364517902664,1517.7602878136208,0.21035473615131559,0.8830196853821861,1.9010166568618498,470857
20240303 17,2009.5466443587786,757.9377815925978,2286.0123203539933,5.363564023945101,15510,822,3782.2785261580443,2597.714082382543,0.3268829132555358,1.0380084160164602,2.1015840455134205,322718
20240303 18,1919.2236254212955,924.8188803544965,2226.664937200032,4.551647961762334,16560,663,3743.8146974798806,1869.2227370897572,0.31061161836239837,1.1636187395222901,2.1175300741578793,339411
20240303 19,2180.2218301091334,1533.9161760843654,2534.2748136325986,5.62384356501241,13861,757,4893.6335257764085,2500.2387953121215,0.36784985555263744,1.146576698519162,2.122123679266248,247495
20240303 20,3652.004055570503,2277.4091072980145,3851.3858070846363,8.389473272897781,16052,981,7095.0490081292155,2755.0335679408204,0.6134304274070089,1.2699916658293091,2.187542483582866,169183
20240303 21,3313.385519745801,1753.2753075070113,3633.0361677120545,7.897805962533712,16739,997,6387.719329503547,2425.932052953237,0.5815228142855481,1.2578695029848836,2.1838176253592914,171866
20240303 22,3629.1319241872347,4509.540590667215,3856.9412839829233,8.654117711201375,14922,998,6963.891965913685,2918.429778988244,0.6120804192266966,1.2634532247948043,2.221658697132991,148273
